"","participant","group","lag","det_target","det_trial","explained_variance_target","explained_variance_trial","log_exp_var_target","log_exp_var_trial","var_diff","det_diff"
"252","221","Blocked","4back",0.851670349339008,0.861292646487736,0.148329650660992,0.138707353512264,0.13830840882081,0.129893718627098,0.0084146901937118,0.0084146901937118
"253","222","Random","1back",0.998496360388504,0.997068354776967,0.00150363961149569,0.00293164522303302,0.00150251027738776,0.00292735633147049,-0.00142484605408272,-0.00142484605408272
"254","222","Random","2back",0.996877687048749,0.993758597231918,0.00312231295125109,0.00624140276808161,0.00311744865477533,0.00622200588117506,-0.00310455722639973,-0.00310455722639973
"255","222","Random","3back",0.991228233086297,0.9735784077414,0.00877176691370285,0.0264215922585996,0.00873351847449917,0.0260785709828572,-0.017345052508358,-0.017345052508358
"256","222","Random","4back",0.983949725491666,0.953058701897916,0.0160502745083339,0.0469412981020843,0.0159228307158506,0.0458728635564133,-0.0299500328405627,-0.0299500328405627
"257","223","Blocked","1back",0.999918127328374,0.998943906285741,8.18726716258489e-05,0.00105609371425908,8.18693202415926e-05,0.00105553643961419,-0.000973667119372602,-0.000973667119372602
"258","223","Blocked","2back",0.995098082407207,0.994680553955915,0.00490191759279346,0.00531944604408519,0.00488994231336105,0.00530534776556504,-0.000415405452203985,-0.000415405452203985
"259","223","Blocked","3back",0.987289854684003,0.987782279235951,0.0127101453159971,0.0122177207640486,0.0126300493922228,0.0121436868210871,0.000486362571135695,0.000486362571135695
"260","223","Blocked","4back",0.943098687701168,0.943076262900282,0.0569013122988323,0.0569237370997179,0.0553413366813979,0.0553625539537476,-2.121727234973e-05,-2.121727234973e-05
"261","224","Random","1back",0.989688057968133,0.990727649839892,0.0103119420318675,0.00927235016010808,0.0102591366646435,0.00922962582164504,0.00102951084299844,0.00102951084299844
"262","224","Random","2back",0.968868476459458,0.965355188197185,0.0311315235405424,0.0346448118028149,0.0306567658031048,0.0340581908165183,-0.00340142501341346,-0.00340142501341346
"263","224","Random","3back",0.91678627210705,0.937212857666372,0.0832137278929497,0.0627871423336284,0.0799322965565608,0.0608948369131678,0.0190374596433929,0.0190374596433929
"264","224","Random","4back",0.86749439260162,0.88438575608619,0.13250560739838,0.11561424391381,0.124432529707942,0.109405144629639,0.0150273850783039,0.0150273850783039
"265","225","Blocked","1back",0.965575361910282,0.963195306755725,0.0344246380897182,0.0368046932442749,0.0338453669174083,0.0361435732687017,-0.00229820635129342,-0.00229820635129342
"266","225","Blocked","2back",0.924231303867612,0.917049318664714,0.0757686961323885,0.0829506813352856,0.0730354722112868,0.0796894280486706,-0.00665395583738379,-0.00665395583738379
"267","225","Blocked","3back",0.877526235741082,0.874851510602573,0.122473764258918,0.125148489397427,0.115534967763283,0.117915017521885,-0.002380049758602,-0.002380049758602
"268","225","Blocked","4back",0.828009325273779,0.824047662247309,0.171990674726221,0.175952337752691,0.158703734404924,0.162078319533247,-0.00337458512832278,-0.00337458512832278
"269","226","Random","1back",0.951857564194901,0.961075902836439,0.0481424358050994,0.0389240971635607,0.0470194886914142,0.0381856557079783,0.00883383298343589,0.00883383298343589
"270","226","Random","2back",0.871650047875505,0.895752543310029,0.128349952124495,0.104247456689971,0.120756346206123,0.0991640682905529,0.0215922779155702,0.0215922779155702
"271","226","Random","3back",0.792632784881267,0.830070075457165,0.207367215118733,0.169929924542835,0.188442133722425,0.156943853462841,0.0314982802595835,0.0314982802595835
"272","226","Random","4back",0.711380028503612,0.762414021723098,0.288619971496388,0.237585978276902,0.253571856202635,0.213162690442742,0.0404091657598926,0.0404091657598926
"273","227","Blocked","1back",0.998440632390553,0.999509723261322,0.00155936760944653,0.000490276738678297,0.00155815305823311,0.000490156592306429,0.00106799646592668,0.00106799646592668
"274","227","Blocked","2back",0.998769486294228,0.99925131091786,0.00123051370577187,0.000748689082139542,0.00122975724427562,0.000748408954279078,0.000481348289996539,0.000481348289996539
"275","227","Blocked","3back",0.984986575059911,0.985633091957728,0.0150134249400886,0.0143669080422718,0.0149018389482399,0.0142646819706332,0.000637156977606787,0.000637156977606787
"276","227","Blocked","4back",0.963881982561672,0.970000428838079,0.0361180174383277,0.0299995711619214,0.035481053795568,0.0295583858938086,0.00592266790175936,0.00592266790175936
"277","228","Random","1back",0.991311049826347,0.978808492568197,0.00868895017365345,0.0211915074318034,0.00865141849664623,0.0209700900871992,-0.0123186715905529,-0.0123186715905529
"278","228","Random","2back",0.969736625055978,0.960412426900339,0.0302633749440215,0.0395875730996605,0.0298144733840394,0.0388240701736046,-0.00900959678956523,-0.00900959678956523
"279","228","Random","3back",0.941757400111898,0.934917309072559,0.058242599888102,0.0650826909274407,0.056609607612119,0.0630524402105687,-0.00644283259844978,-0.00644283259844978
"280","228","Random","4back",0.903441595946879,0.908855063066864,0.0965584040531208,0.0911449369331364,0.0921765515276591,0.0872275458121745,0.00494900571548462,0.00494900571548462
"281","229","Blocked","1back",0.949191578478092,0.948500342936628,0.0508084215219083,0.0514996570633718,0.0495597931879858,0.0502173900201666,-0.000657596832180807,-0.000657596832180807
"282","229","Blocked","2back",0.881959052863574,0.893254964476299,0.118040947136426,0.106745035523701,0.111577999407856,0.101423306985267,0.0101546924225891,0.0101546924225891
"283","229","Blocked","3back",0.81344326454523,0.832864932280386,0.18655673545477,0.167135067719614,0.171055613242893,0.154552085869884,0.0165035273730087,0.0165035273730087
"284","229","Blocked","4back",0.730667081976298,0.760789714324593,0.269332918023702,0.239210285675407,0.238491501073746,0.214474310340599,0.0240171907331462,0.0240171907331462
"285","230","Random","1back",0.933988800572251,0.971964257473644,0.0660111994277495,0.0280357425263561,0.0639238317182486,0.0276499354230556,0.036273896295193,0.036273896295193
"286","230","Random","2back",0.844477569119046,0.909759168063233,0.155522430880954,0.0902408319367668,0.144552562816452,0.0863986185668967,0.0581539442495555,0.0581539442495555
"287","230","Random","3back",0.744639869537212,0.828573067736301,0.255360130462788,0.171426932263699,0.227422487963647,0.158222605926829,0.0691998820368179,0.0691998820368179
"288","230","Random","4back",0.668262470555625,0.738885085275224,0.331737529444375,0.261114914724776,0.286484502734616,0.231996182667964,0.054488320066652,0.054488320066652
"289","231","Blocked","1back",0.99360540307329,0.995615218768686,0.00639459692671018,0.00438478123131414,0.00637423823610405,0.0043751960870505,0.00199904214905356,0.00199904214905356
"290","231","Blocked","2back",0.992121299430325,0.988208796107239,0.00787870056967477,0.0117912038927611,0.00784782567169713,0.01172222931425,-0.00387440364255283,-0.00387440364255283
"291","231","Blocked","3back",0.990081146196643,0.981450876197514,0.00991885380335666,0.0185491238024856,0.00986998485656125,0.0183791870409984,-0.00850920218443714,-0.00850920218443714
"292","231","Blocked","4back",0.980848470512831,0.974735657121397,0.0191515294871692,0.0252643428786031,0.018970447294324,0.024950474832366,-0.00598002753804195,-0.00598002753804195
"293","232","Random","1back",0.965619535381621,0.980454303366449,0.034380464618379,0.0195456966335508,0.0338026625840826,0.0193571326208579,0.0144455299632247,0.0144455299632247
"294","232","Random","2back",0.912879278649576,0.94878964922347,0.0871207213504244,0.0512103507765305,0.0835326611724784,0.0499422153288508,0.0335904458436276,0.0335904458436276
"295","232","Random","3back",0.862782398862537,0.923522053527596,0.137217601137463,0.0764779464724041,0.128584578284378,0.0736945512886097,0.0548900269957683,0.0548900269957683
"296","232","Random","4back",0.80059665848541,0.833064248495332,0.19940334151459,0.166935751504668,0.181824217736878,0.154381297379844,0.0274429203570331,0.0274429203570331
"297","233","Blocked","1back",0.988234151961399,0.989387697254388,0.0117658480386011,0.010612302745612,0.0116971686379157,0.0105563875059181,0.00114078113199757,0.00114078113199757
"298","233","Blocked","2back",0.975584066065549,0.975863277485308,0.0244159339344512,0.0241367225146921,0.0241226296291869,0.0238500357853243,0.000272593843862523,0.000272593843862523
"299","233","Blocked","3back",0.969366754395465,0.958933035551456,0.0306332456045346,0.0410669644485444,0.0301734148862927,0.0402461146038447,-0.010072699717552,-0.010072699717552
"300","233","Blocked","4back",0.954978116470288,0.942124176048343,0.0450218835297117,0.0578758239516571,0.0440378263742687,0.0562629578821364,-0.0122251315078678,-0.0122251315078678
"301","234","Random","1back",0.985838030309031,0.999988937359899,0.0141619696909687,1.10626401010894e-05,0.0140626258360126,1.10625789105377e-05,0.0140515632571021,0.0140515632571021
"302","234","Random","2back",0.971629008331205,0.987240057135272,0.0283709916687954,0.0127599428647277,0.0279759887663312,0.0126792207416601,0.0152967680246711,0.0152967680246711
"303","234","Random","3back",0.963167036066403,0.965338357036248,0.0368329639335968,0.0346616429637515,0.0361708400278926,0.034074458258103,0.00209638176978962,0.00209638176978962
"304","234","Random","4back",0.951315631997239,0.944877074191502,0.0486843680027607,0.0551229258084979,0.0475363956755712,0.0536572774944365,-0.00612088181886531,-0.00612088181886531
"305","235","Blocked","1back",0.953286467783463,0.958069319444579,0.0467135322165373,0.0419306805554212,0.0456552862526981,0.0410754157395895,0.0045798705131086,0.0045798705131086
"306","235","Blocked","2back",0.877146583994601,0.889768989882504,0.122853416005399,0.110231010117496,0.115873138301133,0.104568110893827,0.011305027407306,0.011305027407306
"307","235","Blocked","3back",0.792999430778679,0.809679227560261,0.207000569221321,0.190320772439739,0.188138413715384,0.174222827471615,0.0139155862437685,0.0139155862437685
"308","235","Blocked","4back",0.663131868984621,0.694980857063131,0.336868131015379,0.305019142936869,0.29032966275092,0.26621770958421,0.0241119531667096,0.0241119531667096
