"","participant","group","label","det","phase_space","lag"
"434","213","Blocked","det_2back_target",0.964934551965661,"target","2back"
"435","213","Blocked","det_3back_target",0.940398018161397,"target","3back"
"436","213","Blocked","det_4back_target",0.906573575889934,"target","4back"
"437","213","Blocked","det_1back_trial",0.989425419786255,"trial","1back"
"438","213","Blocked","det_2back_trial",0.97424663027475,"trial","2back"
"439","213","Blocked","det_3back_trial",0.958815167323724,"trial","3back"
"440","213","Blocked","det_4back_trial",0.934920825197163,"trial","4back"
"441","214","Random","det_1back_target",0.982748764860263,"target","1back"
"442","214","Random","det_2back_target",0.980541351377948,"target","2back"
"443","214","Random","det_3back_target",0.979775506107053,"target","3back"
"444","214","Random","det_4back_target",0.945029966371966,"target","4back"
"445","214","Random","det_1back_trial",0.995958927655844,"trial","1back"
"446","214","Random","det_2back_trial",0.988969624277125,"trial","2back"
"447","214","Random","det_3back_trial",0.967192679314591,"trial","3back"
"448","214","Random","det_4back_trial",0.898059869393713,"trial","4back"
"449","215","Blocked","det_1back_target",0.984643909792949,"target","1back"
"450","215","Blocked","det_2back_target",0.982491735057326,"target","2back"
"451","215","Blocked","det_3back_target",0.961336728572275,"target","3back"
"452","215","Blocked","det_4back_target",0.933293033916558,"target","4back"
"453","215","Blocked","det_1back_trial",0.980560630841313,"trial","1back"
"454","215","Blocked","det_2back_trial",0.969846433968823,"trial","2back"
"455","215","Blocked","det_3back_trial",0.953050641302564,"trial","3back"
"456","215","Blocked","det_4back_trial",0.935849561277672,"trial","4back"
"457","216","Random","det_1back_target",0.995002479001415,"target","1back"
"458","216","Random","det_2back_target",0.990810675902326,"target","2back"
"459","216","Random","det_3back_target",0.980102281928306,"target","3back"
"460","216","Random","det_4back_target",0.967270375340952,"target","4back"
"461","216","Random","det_1back_trial",0.999560241701995,"trial","1back"
"462","216","Random","det_2back_trial",0.998866384235838,"trial","2back"
"463","216","Random","det_3back_trial",0.997097092764661,"trial","3back"
"464","216","Random","det_4back_trial",0.984225608285201,"trial","4back"
"465","217","Blocked","det_1back_target",0.985059409432573,"target","1back"
"466","217","Blocked","det_2back_target",0.937197179414124,"target","2back"
"467","217","Blocked","det_3back_target",0.880995813173438,"target","3back"
"468","217","Blocked","det_4back_target",0.822891571484076,"target","4back"
"469","217","Blocked","det_1back_trial",0.98688533459074,"trial","1back"
"470","217","Blocked","det_2back_trial",0.95016478980244,"trial","2back"
"471","217","Blocked","det_3back_trial",0.908918825572657,"trial","3back"
"472","217","Blocked","det_4back_trial",0.862855750294308,"trial","4back"
"473","218","Random","det_1back_target",0.999952423220877,"target","1back"
"474","218","Random","det_2back_target",0.999023842177342,"target","2back"
"475","218","Random","det_3back_target",0.996616942896029,"target","3back"
"476","218","Random","det_4back_target",0.965935139913605,"target","4back"
"477","218","Random","det_1back_trial",0.998601308059475,"trial","1back"
"478","218","Random","det_2back_trial",0.995140097132008,"trial","2back"
"479","218","Random","det_3back_trial",0.990660877354736,"trial","3back"
"480","218","Random","det_4back_trial",0.983751433931991,"trial","4back"
"481","219","Blocked","det_1back_target",0.976279044138973,"target","1back"
"482","219","Blocked","det_2back_target",0.949284415193069,"target","2back"
"483","219","Blocked","det_3back_target",0.906491832944795,"target","3back"
"484","219","Blocked","det_4back_target",0.854889930717168,"target","4back"
"485","219","Blocked","det_1back_trial",0.976065315505663,"trial","1back"
"486","219","Blocked","det_2back_trial",0.950303513138733,"trial","2back"
"487","219","Blocked","det_3back_trial",0.908100057028729,"trial","3back"
"488","219","Blocked","det_4back_trial",0.859787198767446,"trial","4back"
"489","220","Random","det_1back_target",0.987690530215561,"target","1back"
"490","220","Random","det_2back_target",0.975723251987656,"target","2back"
"491","220","Random","det_3back_target",0.963538916331552,"target","3back"
"492","220","Random","det_4back_target",0.949431665228427,"target","4back"
"493","220","Random","det_1back_trial",0.992423364821434,"trial","1back"
"494","220","Random","det_2back_trial",0.978775704425583,"trial","2back"
"495","220","Random","det_3back_trial",0.963772586870318,"trial","3back"
"496","220","Random","det_4back_trial",0.941269292702326,"trial","4back"
"497","221","Blocked","det_1back_target",0.976875142930986,"target","1back"
"498","221","Blocked","det_2back_target",0.941007947292835,"target","2back"
"499","221","Blocked","det_3back_target",0.903550582649085,"target","3back"
"500","221","Blocked","det_4back_target",0.851670349339008,"target","4back"
"501","221","Blocked","det_1back_trial",0.975115784586932,"trial","1back"
"502","221","Blocked","det_2back_trial",0.938373585025686,"trial","2back"
"503","221","Blocked","det_3back_trial",0.90023839293479,"trial","3back"
"504","221","Blocked","det_4back_trial",0.861292646487736,"trial","4back"
"505","222","Random","det_1back_target",0.998496360388504,"target","1back"
"506","222","Random","det_2back_target",0.996877687048749,"target","2back"
"507","222","Random","det_3back_target",0.991228233086297,"target","3back"
"508","222","Random","det_4back_target",0.983949725491666,"target","4back"
"509","222","Random","det_1back_trial",0.997068354776967,"trial","1back"
"510","222","Random","det_2back_trial",0.993758597231918,"trial","2back"
"511","222","Random","det_3back_trial",0.9735784077414,"trial","3back"
"512","222","Random","det_4back_trial",0.953058701897916,"trial","4back"
"513","223","Blocked","det_1back_target",0.999918127328374,"target","1back"
"514","223","Blocked","det_2back_target",0.995098082407207,"target","2back"
"515","223","Blocked","det_3back_target",0.987289854684003,"target","3back"
"516","223","Blocked","det_4back_target",0.943098687701168,"target","4back"
"517","223","Blocked","det_1back_trial",0.998943906285741,"trial","1back"
"518","223","Blocked","det_2back_trial",0.994680553955915,"trial","2back"
"519","223","Blocked","det_3back_trial",0.987782279235951,"trial","3back"
"520","223","Blocked","det_4back_trial",0.943076262900282,"trial","4back"
"521","224","Random","det_1back_target",0.989688057968133,"target","1back"
"522","224","Random","det_2back_target",0.968868476459458,"target","2back"
"523","224","Random","det_3back_target",0.91678627210705,"target","3back"
"524","224","Random","det_4back_target",0.86749439260162,"target","4back"
"525","224","Random","det_1back_trial",0.990727649839892,"trial","1back"
"526","224","Random","det_2back_trial",0.965355188197185,"trial","2back"
"527","224","Random","det_3back_trial",0.937212857666372,"trial","3back"
"528","224","Random","det_4back_trial",0.88438575608619,"trial","4back"
"529","225","Blocked","det_1back_target",0.965575361910282,"target","1back"
"530","225","Blocked","det_2back_target",0.924231303867612,"target","2back"
"531","225","Blocked","det_3back_target",0.877526235741082,"target","3back"
"532","225","Blocked","det_4back_target",0.828009325273779,"target","4back"
"533","225","Blocked","det_1back_trial",0.963195306755725,"trial","1back"
"534","225","Blocked","det_2back_trial",0.917049318664714,"trial","2back"
"535","225","Blocked","det_3back_trial",0.874851510602573,"trial","3back"
"536","225","Blocked","det_4back_trial",0.824047662247309,"trial","4back"
"537","226","Random","det_1back_target",0.951857564194901,"target","1back"
"538","226","Random","det_2back_target",0.871650047875505,"target","2back"
"539","226","Random","det_3back_target",0.792632784881267,"target","3back"
"540","226","Random","det_4back_target",0.711380028503612,"target","4back"
"541","226","Random","det_1back_trial",0.961075902836439,"trial","1back"
"542","226","Random","det_2back_trial",0.895752543310029,"trial","2back"
"543","226","Random","det_3back_trial",0.830070075457165,"trial","3back"
"544","226","Random","det_4back_trial",0.762414021723098,"trial","4back"
"545","227","Blocked","det_1back_target",0.998440632390553,"target","1back"
"546","227","Blocked","det_2back_target",0.998769486294228,"target","2back"
"547","227","Blocked","det_3back_target",0.984986575059911,"target","3back"
"548","227","Blocked","det_4back_target",0.963881982561672,"target","4back"
"549","227","Blocked","det_1back_trial",0.999509723261322,"trial","1back"
"550","227","Blocked","det_2back_trial",0.99925131091786,"trial","2back"
"551","227","Blocked","det_3back_trial",0.985633091957728,"trial","3back"
"552","227","Blocked","det_4back_trial",0.970000428838079,"trial","4back"
"553","228","Random","det_1back_target",0.991311049826347,"target","1back"
"554","228","Random","det_2back_target",0.969736625055978,"target","2back"
"555","228","Random","det_3back_target",0.941757400111898,"target","3back"
"556","228","Random","det_4back_target",0.903441595946879,"target","4back"
"557","228","Random","det_1back_trial",0.978808492568197,"trial","1back"
"558","228","Random","det_2back_trial",0.960412426900339,"trial","2back"
"559","228","Random","det_3back_trial",0.934917309072559,"trial","3back"
"560","228","Random","det_4back_trial",0.908855063066864,"trial","4back"
"561","229","Blocked","det_1back_target",0.949191578478092,"target","1back"
"562","229","Blocked","det_2back_target",0.881959052863574,"target","2back"
"563","229","Blocked","det_3back_target",0.81344326454523,"target","3back"
"564","229","Blocked","det_4back_target",0.730667081976298,"target","4back"
"565","229","Blocked","det_1back_trial",0.948500342936628,"trial","1back"
"566","229","Blocked","det_2back_trial",0.893254964476299,"trial","2back"
"567","229","Blocked","det_3back_trial",0.832864932280386,"trial","3back"
"568","229","Blocked","det_4back_trial",0.760789714324593,"trial","4back"
"569","230","Random","det_1back_target",0.933988800572251,"target","1back"
"570","230","Random","det_2back_target",0.844477569119046,"target","2back"
"571","230","Random","det_3back_target",0.744639869537212,"target","3back"
"572","230","Random","det_4back_target",0.668262470555625,"target","4back"
"573","230","Random","det_1back_trial",0.971964257473644,"trial","1back"
"574","230","Random","det_2back_trial",0.909759168063233,"trial","2back"
"575","230","Random","det_3back_trial",0.828573067736301,"trial","3back"
"576","230","Random","det_4back_trial",0.738885085275224,"trial","4back"
"577","231","Blocked","det_1back_target",0.99360540307329,"target","1back"
"578","231","Blocked","det_2back_target",0.992121299430325,"target","2back"
"579","231","Blocked","det_3back_target",0.990081146196643,"target","3back"
"580","231","Blocked","det_4back_target",0.980848470512831,"target","4back"
"581","231","Blocked","det_1back_trial",0.995615218768686,"trial","1back"
"582","231","Blocked","det_2back_trial",0.988208796107239,"trial","2back"
"583","231","Blocked","det_3back_trial",0.981450876197514,"trial","3back"
"584","231","Blocked","det_4back_trial",0.974735657121397,"trial","4back"
"585","232","Random","det_1back_target",0.965619535381621,"target","1back"
"586","232","Random","det_2back_target",0.912879278649576,"target","2back"
"587","232","Random","det_3back_target",0.862782398862537,"target","3back"
"588","232","Random","det_4back_target",0.80059665848541,"target","4back"
"589","232","Random","det_1back_trial",0.980454303366449,"trial","1back"
"590","232","Random","det_2back_trial",0.94878964922347,"trial","2back"
"591","232","Random","det_3back_trial",0.923522053527596,"trial","3back"
"592","232","Random","det_4back_trial",0.833064248495332,"trial","4back"
"593","233","Blocked","det_1back_target",0.988234151961399,"target","1back"
"594","233","Blocked","det_2back_target",0.975584066065549,"target","2back"
"595","233","Blocked","det_3back_target",0.969366754395465,"target","3back"
"596","233","Blocked","det_4back_target",0.954978116470288,"target","4back"
"597","233","Blocked","det_1back_trial",0.989387697254388,"trial","1back"
"598","233","Blocked","det_2back_trial",0.975863277485308,"trial","2back"
"599","233","Blocked","det_3back_trial",0.958933035551456,"trial","3back"
"600","233","Blocked","det_4back_trial",0.942124176048343,"trial","4back"
"601","234","Random","det_1back_target",0.985838030309031,"target","1back"
"602","234","Random","det_2back_target",0.971629008331205,"target","2back"
"603","234","Random","det_3back_target",0.963167036066403,"target","3back"
"604","234","Random","det_4back_target",0.951315631997239,"target","4back"
"605","234","Random","det_1back_trial",0.999988937359899,"trial","1back"
"606","234","Random","det_2back_trial",0.987240057135272,"trial","2back"
"607","234","Random","det_3back_trial",0.965338357036248,"trial","3back"
"608","234","Random","det_4back_trial",0.944877074191502,"trial","4back"
"609","235","Blocked","det_1back_target",0.953286467783463,"target","1back"
"610","235","Blocked","det_2back_target",0.877146583994601,"target","2back"
"611","235","Blocked","det_3back_target",0.792999430778679,"target","3back"
"612","235","Blocked","det_4back_target",0.663131868984621,"target","4back"
"613","235","Blocked","det_1back_trial",0.958069319444579,"trial","1back"
"614","235","Blocked","det_2back_trial",0.889768989882504,"trial","2back"
"615","235","Blocked","det_3back_trial",0.809679227560261,"trial","3back"
"616","235","Blocked","det_4back_trial",0.694980857063131,"trial","4back"
"617","236","Random","det_1back_target",0.953998749934957,"target","1back"
"618","236","Random","det_2back_target",0.927689633632843,"target","2back"
"619","236","Random","det_3back_target",0.859088945547955,"target","3back"
"620","236","Random","det_4back_target",0.768172935486899,"target","4back"
"621","236","Random","det_1back_trial",0.989078582655746,"trial","1back"
"622","236","Random","det_2back_trial",0.970859520670835,"trial","2back"
"623","236","Random","det_3back_trial",0.960139054095775,"trial","3back"
"624","236","Random","det_4back_trial",0.952347739567929,"trial","4back"
"625","237","Random","det_1back_target",0.807349729160231,"target","1back"
"626","237","Random","det_2back_target",0.626166719815903,"target","2back"
"627","237","Random","det_3back_target",0.467718534159364,"target","3back"
"628","237","Random","det_4back_target",0.336311066203131,"target","4back"
"629","237","Random","det_1back_trial",0.997302679012532,"trial","1back"
"630","237","Random","det_2back_trial",0.9786498525492,"trial","2back"
"631","237","Random","det_3back_trial",0.952617482052119,"trial","3back"
"632","237","Random","det_4back_trial",0.934728960110439,"trial","4back"
"633","238","Random","det_1back_target",0.992971254991639,"target","1back"
"634","238","Random","det_2back_target",0.985731475013592,"target","2back"
"635","238","Random","det_3back_target",0.954459810973148,"target","3back"
"636","238","Random","det_4back_target",0.911558130203898,"target","4back"
"637","238","Random","det_1back_trial",0.994664535385722,"trial","1back"
"638","238","Random","det_2back_trial",0.985579248381711,"trial","2back"
"639","238","Random","det_3back_trial",0.958474327503365,"trial","3back"
"640","238","Random","det_4back_trial",0.938232595920865,"trial","4back"
"641","239","Blocked","det_1back_target",0.989375769127824,"target","1back"
"642","239","Blocked","det_2back_target",0.989285511082022,"target","2back"
"643","239","Blocked","det_3back_target",0.975114072254843,"target","3back"
"644","239","Blocked","det_4back_target",0.962455883921509,"target","4back"
"645","239","Blocked","det_1back_trial",0.996415590890772,"trial","1back"
"646","239","Blocked","det_2back_trial",0.996191161921472,"trial","2back"
"647","239","Blocked","det_3back_trial",0.989090248008118,"trial","3back"
"648","239","Blocked","det_4back_trial",0.983801859657657,"trial","4back"
"649","240","Random","det_1back_target",0.999009174748554,"target","1back"
"650","240","Random","det_2back_target",0.997258101814395,"target","2back"
"651","240","Random","det_3back_target",0.98095393665842,"target","3back"
"652","240","Random","det_4back_target",0.950038518314475,"target","4back"
"653","240","Random","det_1back_trial",0.995995173228653,"trial","1back"
"654","240","Random","det_2back_trial",0.992447795867157,"trial","2back"
"655","240","Random","det_3back_trial",0.968958950103207,"trial","3back"
"656","240","Random","det_4back_trial",0.931088612433395,"trial","4back"
"657","241","Blocked","det_1back_target",0.995976598413954,"target","1back"
"658","241","Blocked","det_2back_target",0.968314927827653,"target","2back"
"659","241","Blocked","det_3back_target",0.95396364764518,"target","3back"
"660","241","Blocked","det_4back_target",0.925219629384612,"target","4back"
"661","241","Blocked","det_1back_trial",0.996097140916327,"trial","1back"
"662","241","Blocked","det_2back_trial",0.969736221256469,"trial","2back"
"663","241","Blocked","det_3back_trial",0.954435705211596,"trial","3back"
"664","241","Blocked","det_4back_trial",0.929845052899883,"trial","4back"
"665","242","Random","det_1back_target",0.995614929346396,"target","1back"
"666","242","Random","det_2back_target",0.982012902809699,"target","2back"
"667","242","Random","det_3back_target",0.961030206513633,"target","3back"
"668","242","Random","det_4back_target",0.912134034662152,"target","4back"
"669","242","Random","det_1back_trial",0.999960707235482,"trial","1back"
"670","242","Random","det_2back_trial",0.996970306451869,"trial","2back"
"671","242","Random","det_3back_trial",0.993809501972832,"trial","3back"
"672","242","Random","det_4back_trial",0.990979521079067,"trial","4back"
